"UploadDate","Counties__Name","Counties__Jurisdictions__Name","Counties__Jurisdictions__VotingInformation__ClerkAddress__Address1","Counties__Jurisdictions__VotingInformation__ClerkAddress__Address2","Counties__Jurisdictions__VotingInformation__ClerkAddress__City","Counties__Jurisdictions__VotingInformation__ClerkAddress__Zip","Counties__Jurisdictions__VotingInformation__ClerkHours","Counties__Jurisdictions__VotingInformation__Dropboxes__Address","Counties__Jurisdictions__VotingInformation__Dropboxes__City","Counties__Jurisdictions__VotingInformation__Dropboxes__Zip","Counties__Jurisdictions__VotingInformation__Dropboxes__DropoffHours","Counties__Jurisdictions__VotingInformation__Dropboxes__Notes","Counties__Jurisdictions__VotingInformation__Dropboxes__In/Out"
"1603906894228","Macomb","New Baltimore City","36535 Green Street","","New Baltimore","48047","M - Fr: 8:00AM - 4:00PM","36535 Green Street","New Baltimore","48047","24/7","","Outdoors"
"1603906894228","Macomb","Ray Township","64255 Wolcott Road","","Ray","48096","M - Th: 8:30AM - 4:30PM","64255 Wolcott Road","Ray","48096","24/7","","Outdoors"
"1603906894228","Macomb","Richmond City","68225 Main Street","","Richmond","48062","M - Fr: 8:00AM - 4:30PM","36725 Division Road","Richmond","48062","24/7","","Outdoors"
"1603906894228","Macomb","Richmond Township","34900 School Section","","Richmond","48062","M, T, Th: 9:00AM - 5:00PM","34900 School Section","Richmond","48062","9A - 5P; M, Tu, Th","","Indoors"
"1603906894228","Macomb","Richmond Township","34900 School Section","","Richmond","48062","M, T, Th: 9:00AM - 5:00PM","34900 School Section","Richmond","48062","24/7","In wall of the township hall.","Outdoors"
"1603906894228","Macomb","Richmond Township","34900 School Section","","Richmond","48062","M, T, Th: 9:00AM - 5:00PM","34900 School Section","Richmond","48062","24/7","drive through drop box","Outdoors"
"1603906894228","Macomb","Roseville City","29777 Gratiot Ave","","Roseville","48066","M - Fr: 8:00AM - 4:30PM","29777 Gratiot","Roseville","48066","24/7","South side for walk up, north for drive up","Outdoors"
"1603906894228","Macomb","Roseville City","29777 Gratiot Ave","","Roseville","48066","M - Fr: 8:00AM - 4:30PM","29777 Gratiot","Roseville","48066","8A - 4:30P, M - F","","Indoors"
"1603906894228","Macomb","Roseville City","29777 Gratiot Ave","","Roseville","48066","M - Fr: 8:00AM - 4:30PM","29777 Gratiot","Roseville","48066","24/7","East parking lot","Outdoors"
"1603906894228","Macomb","Shelby Charter Township","52700 Van Dyke","","Shelby Township","48316","","52700 Van Dyke","Shelby Township","48316","24/7","","Outside"
"1603906894228","Macomb","St Clair Shores City","27600 Jefferson Ave","","St. Clair Shores","48081","","27600 Jefferson Ave","St. Clair Shores","48081","24/7","Circle Drive In Front Of City Hall","Outdoors"
"1603906894228","Macomb","St Clair Shores City","27600 Jefferson Ave","","St. Clair Shores","48081","","27600 Jefferson Ave","St. Clair Shores","48081","24/7","Behind City Hall At Sidewalk","Outdoors"
"1603906894228","Macomb","St Clair Shores City","27600 Jefferson Ave","","St. Clair Shores","48081","","27600 Jefferson Ave","St. Clair Shores","48081","M-F, 8-4","City Hall East Entrance Doors Parking Lot Side","Inside"
"1603906894228","Macomb","St. Clair Shores City","27600 Jefferson Avenue","","St. Claire Shores","48081","M - Fr: 8:00AM - 4:30PM","27600 Jefferson Avenue","St. Clair Shores","48081","24/7","3 drop boxes at City Hall","Outdoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","12825 19 Mile Rd","Sterling Heights","48313","24/7","","Outdoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","12850 15 Mile Rd","Sterling Heights","48312","24/7","Use Baumgartner Park entrance for drop box at fire station.","Outdoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","40200 Utica Rd","Sterling Heights","48313","9A - 5P, M-F","Senior Center. You can request and cast an absentee ballot in person at this location through November 2nd. The hours are M, W, Fr: 9:00AM - 5:00PM; T, Th: 9:00AM - 7:00PM; Saturday: 10:00AM - 2:00PM. Drop box available 24/7 at this location.","Indoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","40555 Utica Rd","Sterling Heights","48313","24/7","","Outdoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","40555 Utica Rd","Sterling Heights","48313","9A - 5P, M-F","","Indoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","41625 Ryan Rd","Sterling Heights","48314","24/7","","Outdoors"
"1603906894228","Macomb","Sterling Heights City","40555 Utica Rd.","","Sterling Heights","48313","M - Fr: 9:00AM - 1:00PM AND 2:00PM - 5:00PM","5250 15 Mile Rd","Sterling Heights","48310","24/7","","Outdoors"
"1603906894228","Macomb","Utica City","7550 Auburn Rd","","Utica","48317","M - Th: 8:30AM - 4:30PM; Fr: 8:30AM - 11:30AM","7550 Auburn Road","Utica","48317","24/7","","Indoors"
"1603906894228","Macomb","Warren City","1 City Square","Suite 205","Warren","48093","By appointment","1 City Square","Warren","48093","24/7","Slot in wall behind building.","Outdoors"
"1603906894228","Macomb","Washington Township","57900 Van Dyke Ave.","586-786-0010 by appt","Washington","48094","M - Fr: 8:00AM - 5:00PM","57900 Van Dyke Ave.","Washington","48094","24/7","Located at north end of Township Hall driveway","Outdoors"
"1603906894228","Macomb","Washington Township","57900 Van Dyke Ave.","586-786-0010 by appt","Washington","48094","M - Fr: 8:00AM - 5:00PM","57900 Van Dyke Ave.","Washington","48094","24/7","Outside Township Hall front doors.","Outdoors"
"1603906894228","Macomb","Washington Township","57900 Van Dyke Ave.","586-786-0010 by appt","Washington","48094","M - Fr: 8:00AM - 5:00PM","57900 Van Dyke Ave.","Washington","48094","M-F, 8 am - 5 pm","","Indoors"
"1603906894228","Manistee","Arcadia Township","3342 Lake Street","","Arcadia","49613","By appointment","3422 Lake Street","Arcadia","49613","24/7","","Outdoors"
"1603906894228","Manistee","Brown Township","9763 Coates Hwy","","Manistee","49660","By appointment","8233 Coates Hwy","Manistee","49660","24/7","","Outside"
"1603906894228","Manistee","Cleon Township","16505 Imhoff Dr","","Copemish","49625","W: 6:00PM - 8:00PM","16505 Imhoff Dr","Copemish","49625","24/7","Black box by front door","Outdoors"
"1603906894228","Manistee","Dickson Township","14270 Coates Hwy","(231) 477-5885 by appt","Brethren","49619","T: 2:30PM - 4:30PM","14270 Brethren Blvd","Brethren","49619","24/7","","Outdoors"
"1603906894228","Manistee","Filer Township","2505 Filer City Road","","Manistee","49660","By appointment","2505 Filer City Rd","Manistee","49660","24/7","","Outdoors"
"1603906894228","Manistee","Manistee City","70 Maple St","","Manistee","49660","M, T, Th, Fr: 7:30AM - 6:00PM","70 Maple St","Manistee","49660","24/7","Large free standing by Water Street","Outdoors"
"1603906894228","Manistee","Manistee City","70 Maple St","","Manistee","49660","M, T, Th, Fr: 7:30AM - 6:00PM","70 Maple St","Manistee","49660","24/7","Mail slot inside police entrance","Outdoors"
"1603906894228","Manistee","Manistee Township","410 Holden Street","","Manistee","49660","M, W: 9:00AM - 1:00PM","410 Holden Street","Manistee","49660","24/7","","Outdoors"
"1603906894228","Manistee","Maple Grove Township","9213 Aura St.","","Kaleva","49645","T, W: 10:00AM - 2:00PM","9213 Aura St.","Kaleva","49645","24/7","Use mail slot to drop it inside building.","Indoors"
"1603906894228","Manistee","Norman Township","4016 Susan St","","Wellston","49689","T, Fr: 10:00AM - 2:00PM","1273 S Seaman Road","Wellston","49689","24/7","Beside office entrance door.","Indoors"
"1603906894228","Manistee","Onekama Township","5435 Main St","","Onekama","49675","M, T, W: 9:00AM - 2:00PM","5435 Main St","Onekama","49675","24/7","Slot in front of the building","Outdoors"
"1603906894228","Manistee","Stronach Township","2471 Main Street","","Manistee","49660","T: 4:30PM - 7:00PM; By appointment","2471 Main St.","Manistee","49660","24/7","","Outdoors"
"1603906894228","Marquette","Chocolay Township","5010 U.S. 41 South","","Marquette","49855","M - Fr: 8:00AM - 4:30PM","5010 U.S. 41 S.","Marquette","49855","24/7","","Outdoors"
"1603906894228","Marquette","Forsyth Township","186 W Flint St","","Gwinn","49841","M - Th: 7:30AM - 4:00PM; Fr: 7:30AM - 11:30AM","186 W Flint St","Gwinn","49841","24/7","Box right of glass doors","Outdoors"
"1603906894228","Marquette","Humboldt Township","244 Co Rd FAF","","Champion","49814","","244 County Rd FAF","Champion","49814","24/7","","Outdoors"
"1603906894228","Marquette","Marquette City","300 W. Baraga Ave","","Marquette","49855","M - Fr: 7:30AM - 4:30PM","1100 Wright Street","Marquette","49855","24/7","Installation pending at Municipal Service Center","Outdoors"
"1603906894228","Marquette","Marquette City","300 W. Baraga Ave","","Marquette","49855","M - Fr: 7:30AM - 4:30PM","300 W. Baraga Ave.","Marquette","49855","24/7","Beneath the overhang of the Baraga Ave. entrance at city hall.","Outdoors"
"1603906894228","Marquette","Marquette Township","1000 Commerce Drive","","Marquette","49855","M - Fr: 8:00AM - 4:30PM","1000 Commerce Drive","Marquette","49855","24/7","","Outdoors"
"1603906894228","Marquette","Negaunee City","300 W. Baraga Ave","","Marquette","49855","M - Fr: 10:00AM - 4:00PM","319 W Case St","Negaunee","49866","24/7","","Outdoors"
"1603906894228","Marquette","Negaunee Township","42 E State Hwy M35","","Negaunee","49866","","42 E State Hwy M35","Negaunee","49866","24/7","","Outdoors"
"1603906894228","Marquette","Tilden Township","3145 County Road PG","","Ishpeming","49849","","3145 County Road PG","Ishpeming","49849","24/7","To the right of township hall main door on post.","Outdoors"
"1603906894228","Mason","Amber Township","193 S. Gordon Road","231-613-5533 by appt","Scottsville","49454","By appointment","193 S. Gordon Road","Scottville","49454","24/7","Locked mailbox in driveway","Outdoors"
"1603906894228","Mason","Free Soil Township","497 E Free Soil Rd","(231) 464-5825","Free Soil","49411","By appointment","497 E Free Soil Road","Free Soil","49411","24/7","","Outdoors"
"1603906894228","Mason","Ludington City","400 S Harrison St","","Ludington","49431","M - Fr: 8:00AM - 5:00PM","400 S Harrison St","Ludington","49431","24/7","It is built in the brick wall outside front door.","Outdoors"
"1603906894228","Mason","Meade Township","9092 N. Schoenherr Road","(231) 464-5813 by appt","Free Soil","49411","By appointment","9092 N. Schoenherr Road","Free Soil","49411","24/7","","Outdoors"
"1603906894228","Mason","Pere Marquette Township","1699 S Pere Marquette Hwy","","Ludington","49431","M - Fr: 8:00AM - 5:00PM","1699 S. Pere Marquette Hwy.","Ludington","49431","24/7","","Outdoors"
"1603906894228","Mason","Summit Township","4879 W Deren Rd","","Ludington","49431","By appointment","4879 W Deren Rd","Ludington","49431","24/7","On the front of the township hall.","Outdoors"
"1603906894228","Mason","Victory Township","4411 N Stiles Rd","(231)843-3607\n\n","Scottville","49454","By appointment","4118 N. Victory Corner Road","Ludington","49431","9am -9pm","","Outdoors"
"1603906894228","Mecosta","Big Rapids City","226 N. Michigan Avenue","","Big Rapids","49307","M - Fr: 8:00AM - 5:00PM","226 N. Michigan Avenue","Big Rapids","49307","24/7","","Outdoors"
"1603906894228","Mecosta","Big Rapids Township","14212 Northland Dr","","Big Rapids","49307","By appointment","14212 Northland Dr","Big Rapids","49307","24/7","","Outdoors"
"1603906894228","Mecosta","Colfax Township","14428 157th Avenue","","Big Rapids","49307","By appointment","14428 157Th Avenue","Big Rapids","49307","24/7","","Outdoor"
"1603906894228","Mecosta","Deerfield Township","396 East 4th Street","","Morley","49336","","396 East 4th Street","Morley","49336","24/7","","Indoors"
"1603906894228","Mecosta","Grant Township","21712 160th Ave","","Big Rapids","49307","","21712 160Th Ave","Big Rapids","49307","24/7","","Outdoor"
"1603906894228","Mecosta","Martiny Township","15051 110th. Ave","","Rodney","49342","W: 1:00PM - 4:00PM; F: 10:00AM - 1:00PM","15051 110th Ave.","Rodney","49342","24/7","","Outdoors"
"1603906894228","Mecosta","Mecosta Township","19729 11 Mile Rd.","","Big Rapids","49307","M - W: 10:00AM - 2:00PM","19729 11 Mile Rd.","Big Rapids","49307","24/7","","Outdoors"
"1603906894228","Mecosta","Mecosta Township","19729 11 Mile Rd.","","Big Rapids","49307","M - W: 10:00AM - 2:00PM","19729 11 Mile Rd.","Big Rapids","49307","8:30A - 2P, M, Tu,\n Th, F; 8:30A - 4P, W","On door of clerk's office.","Indoors"
"1603906894228","Mecosta","Morton Township","290 West Main Street","","Mecosta","49332","M - Fr: 8:00AM - 12:00PM AND 1:00PM - 4:00PM","290 West Main Street","Mecosta","49332","24/7","","Outdoors"
"1603906894228","Mecosta","Sheridan Township","2962 16 Mile Road","","Remus","49340","By appointment","2962 16 Mile  Road","Remus","49340","24/7","","Outdoor"
"1603906894228","Mecosta","Wheatland Township","201 S Sheridan St","","Remus","49340","T, Th: 8:00AM - 12:00PM","201 S Sheridan St","Remus","49340","24/7","","Outdoors"
"1603906894228","Menominee","Meyer Township","W 5480 1st Street","","Hermansville","49847","","W 5480 1st Street","Hermansville","49847","24/7","","Outdoors"
"1603906894228","Midland","Coleman City","201 East Railway St","","Coleman","48618","M - Fr: 8:00AM - 12:30PM AND 1:00PM - 4:30PM","201 East Railway St","Coleman","48618","24/7","In front of building by flag pole","Outdoor"
"1603906894228","Midland","Edenville Township","467 Moore St.","","Edenville","48620","M: 6:00PM - 8:00PM; T, W: 11:00AM - 3:00PM; F: 9:00AM - 12:00PM","467 Moore St.","Edenville","48620","24/7","Slot on front door of township office.","Outdoors"
"1603906894228","Midland","Homer Township","522 N. Homer","","Midland","48640","By appointment","522 N. Homer","Midland","48640","24/7","","Outdoor"
"1603906894228","Midland","Hope Township","5244 N. Hope Rd","","Hope","48628","By appointment","5244 N. Hope Rd","Hope","48628","24/7","Attached to the south side of the building- access from the parking lot.","Outdoors"
"1603906894228","Midland","Ingersoll Township","4183 S. Smith Crossing","","Freeland","48623","By appointment","4183 S. Smith Crossing","Freeland","48623","24/7","White box next to garage","Outdoor"
"1603906894228","Midland","Jasper Township","5595 W Kent Rd","","St Louis","48880","By appointment","5595 W Kent Rd","St Louis","48880","24/7","","Outdoor"
"1603906894228","Midland","Jerome Township","737 W. Beamish Rd.","","Sanford","48657","By appointment","737 W. Beamish Rd.","Sanford","48657","24/7","","Outdoors"
"1603906894228","Midland","Larkin Township","3027 N Jefferson Road","","Midland","48642","M - Th: 8:00AM - 1:00PM","3027 N Jefferson Road","Midland","48642","24/7","Locked black mailbox on pillar outside office.","Outdoors"
"1603906894228","Midland","Midland City","333 West Ellsworth Street","","Midland","48640","M - Fr: 8:00AM - 5:00PM","333 W. Ellsworth","Midland","48640","24/7","Outside the Larkin St. entrance to City Hall.","Outdoors"
"1603906894228","Missaukee","Aetna Township","2950 E. Kelly Rd","","Falmouth","49632","","2950 E. Kelly Rd.","Falmouth","49632","24/7","","Outdoors"
"1603906894228","Missaukee","Caldwell Township","7313 W Rhoby Rd","","Lake City","49651","By appointment","9510 W. Walker Rd.","Manton","49663","24/7","Located in the S.E. corner Of building","Outdoor"
"1603906894228","Missaukee","Lake Township","8105 W Kelly Rd","","Lake City","49651","T, Th: 10:00AM - 2:00PM","8105 W Kelly Rd","Lake City","49651","24/7","","Outdoors"
"1603906894228","Missaukee","Reeder Township","2144 W Davis Rd","","Lake City","49651","By appointment","2144 W Davis Rd","Lake City","49651","24/7","","Outdoor"
"1603906894228","Missaukee","Riverside Township","10242 S Call Road","","Mcbain","49657","By appointment","2900 W Geers Road","Mcbain","49657","24/7","","Outdoor"
"1603906894228","Monroe","Ash Township","1677 Ready Road","","Carleton","48117","M - Fr: 9:00AM - 1:00PM","1677 Ready Road","Carleton","48117","24/7","","Outdoors"
"1603906894228","Monroe","Bedford Township","8100 Jackman Rd","","Temperance","48182","M - Fr: 8:00AM - 5:00PM","8100 Jackman Rd","Temperance","48182","M-F 8am - 5pm","","Inside"
"1603906894228","Monroe","Bedford Township","8100 Jackman Rd","","Temperance","48182","M - Fr: 8:00AM - 5:00PM","8100 Jackman Rd","Temperance","48182","24/7","Drop Slot","Outdoor"
"1603906894228","Monroe","Dundee Township","179 Main Street","","Dundee","48131","","179 Main Street","Dundee","48131","24/7","Dundee Township Hall, in the door to the right side of main door","Outdoors"
"1603906894228","Monroe","Dundee Township","179 Main Street","","Dundee","48131","","179 Main Street","Dundee","48131","Mon - Thurs 9am - 3pm","","Inside"
"1603906894228","Monroe","Erie Township","2065 Erie Rd","","Erie","48133","M - Fr: 7:30AM - 1:00PM","2065 Erie Rd","Erie","48133","24/7","","Outdoors"
"1603906894228","Monroe","Exeter Township","6158 Scofield Rd","","Maybee","48159","W: 10:00AM - 4:00PM","6158 Scofield Rd","Maybee","48159","24/7","","Outdoors"
"1603906894228","Monroe","Exeter Township","6158 Scofield Rd","","Maybee","48159","W: 10:00AM - 4:00PM","6158 Scofield Rd","Maybee","48159","10A - 4P Tu - Th","","Indoors"
"1603906894228","Monroe","Frenchtown Township","2744 Vivian Rd.","","Monroe","48162","M - Fr: 8:30AM - 4:30PM","2744 Vivian Rd.","Monroe","48162","24/7","","Outdoor"
"1603906894228","Monroe","Ida Township","3016 Lewis Avenue","","Ida","48140","T, Th: 9:00AM - 4:00PM","3016 Lewis Avenue","Ida","48140","24/7","","Outdoor"
"1603906894228","Monroe","La Salle Township","4111 Laplaisance Road","","La Salle","48145","M, T, Th: 8:30AM - 12:00PM AND 1:00PM - 4:30PM","4111 Laplaisance Road","La Salle","48145","24/7","","Outdoor"
"1603906894228","Monroe","La Salle Township","4111 Laplaisance Road","","La Salle","48145","M, T, Th: 8:30AM - 12:00PM AND 1:00PM - 4:30PM","4111 Laplaisance Road","La Salle","48145","M - F 8:30AM-4:30PM","","indoors"
"1603906894228","Monroe","Luna Pier City","4357 Buckeye Street","","Luna Pier","48157","","4357 Buckeye Street","Luna Pier","48157","M - F","","Outdoors"
"1603906894228","Monroe","Milan Township","16444 Cone Road","","Milan","48160","T: 9:00AM - 1:00PM; Th: 12:00PM - 3:00PM","16444 Cone Road","Milan","48160","24/7","Just inside hall entrance to left.","Indoors"
"1603906894228","Monroe","Monroe City","120 E First St","","Monroe","48161","M - Fr: 8:30AM - 4:30PM","120 E First St","Monroe","48161","24/7","On the sidewalk in parking lot","Outdoors"
"1603906894228","Monroe","Monroe Township","4925 E. Dunbar Rd.","","Monroe","48161","","4925 E. Dunbar Rd.","Monroe","48161","24/7","Outside main entrance.","Outdoors"
"1603906894228","Monroe","Petersburg City","24 E Center Street","","Petersburg","49270","M, T: 9:00AM - 12:00PM; W, F: 9:00AM - 5:00PM","24 E Center Street","Petersburg","49270","24/7","","Outdoors"
"1603906894228","Monroe","Raisinville Township","96 Ida-Maybee Road","","Monroe","48161","M, T, Th: 8:00AM - 4:00PM","96 Ida-Maybee Road","Monroe","48161","24/7","","Outdoor"
"1603906894228","Monroe","Raisinville Township","96 Ida-Maybee Road","","Monroe","48161","M, T, Th: 8:00AM - 4:00PM","96 Ida-Maybee Road","Monroe","48161","M,T,TH 8-4","","Indoors"
"1603906894228","Monroe","Summerfield Township","26 Saline Street","","Petersburg","49270","M - Th: 9:00AM - 1:00PM","26 Saline Street","Petersburg","49270","24/7","","Outdoors"
"1603906894228","Monroe","Whiteford Township","8000 Yankee Road","Ste 100","Ottawa Lake","49267","M - Th: 9:00AM - 3:00PM; F: 9:00AM - 1:00PM","8000 Yankee Road","Ottawa Lake","49267","8A - 5P, M - F","In the wall just inside the double doors on the east side entrance.","Indoors"
"1603906894228","Montcalm","Belvidere Township","107 Vesta Street","","Six Lakes","48886","By appointment","107 Vesta Street","Six Lakes","48886","24/7","To the right of doors.","Outdoors"
"1603906894228","Montcalm","Carson City","123 E. Main Street","","Carson City","48811","","123 E. Main Street","Carson City","48811","24/7","","Outdoors"
"1603906894228","Montcalm","Cato Township","309 Lincoln Ave.","","Lakeview","48850","By appointment","309 Lincoln Ave.","Lakeview","48850","24/7","","Outdoors"
"1603906894228","Montcalm","Crystal Township","217 W Park St.","","Crystal","48818","T: 8:00AM - 12:00PM; By appointment","217 W Park St.","Crystal","48818","24/7","","Outdoors"
"1603906894228","Montcalm","Douglass Township","3521 W McBrides Rd","","Stanton","48888","T, W: 10:00AM - 12:00PM","3521 W McBrides Rd","Stanton","48888","24/7","East side of building between door and window","Outdoors"
"1603906894228","Montcalm","Eureka Township","9322 S. Greenville Road","","Greenville","48838","","9322 S. Greenville Road","Greenville","48838","24/7","","Indoors"
"1603906894228","Montcalm","Evergreen Township","3044 E. Sidney Rd","","Sheridan","48884","By appointment","3044 E. Sidney Rd","Sheridan","48884","24/7","","Outdoors"
"1603906894228","Montcalm","Ferris Township","3011 N Crystal Rd","","Vestaburg","48891","","3011 N Crystal Rd","Vestaburg","48891","24/7","South side Township building","Outdoors"
"1603906894228","Montcalm","Greenville City","411 S Layfayette St","","Greenville","48838","","411 S Layfayette St","Greenville","48838","8A - 5P, M-F","Inside entrance. For other payments but ok for ballots.","Indoors"
"1603906894228","Montcalm","Greenville City","411 S Layfayette St","","Greenville","48838","","415 S Layfayette St","Greenville","48838","24/7","In parking lot. For other payments but ok for ballots.","Outdoors"
"1603906894228","Montcalm","Maple Valley Township","4662 Bailey Road","","Coral","49322","","4662 Bailey Road","Coral","49322","24/7","","Outdoor"
"1603906894228","Montcalm","Pierson Township","21156 W Cannonsville Rd","","Pierson","49339","M: 12:00PM - 4:00PM; T: 9:00AM - 7:00PM; W, Th: 9:00AM - 2:00PM","21156 W Cannonsville Rd","Pierson","49339","24/7","","Indoors"
"1603906894228","Montcalm","Reynolds Township","215 E Edgerton","","Howard City","49329","M,T, Th, Fr: 9:00AM - 2:00PM","215 E Edgerton","Howard City","49329","24/7","","Outdoors"
"1603906894228","Montcalm","Sidney Township","3019 S Grow Rd","","Sidney","48885","","3019 S Grow Rd","Sidney","48885","24/7","","Outdoors"
"1603906894228","Montcalm","Stanton City","225 S Camburn St","","Stanton","48888","M - Fr: 8:00AM - 5:00PM","225 S Camburn St","Stanton","48888","24/7","","Outdoor"
"1603906894228","Montmorency","Albert Township","4360 Hanson","","Lewiston","49756","M - Fr: 8:00AM - 12:00PM AND 12:30PM - 3:00PM","4360 Hanson","Lewiston","49756","24/7","","Outdoors"
"1603906894228","Montmorency","Avery Township","11010 McMurphy Rd","","Atlanta","49709","T: 8:30AM - 11:30AM","11010 McMurphy Rd","Atlanta","49709","24/7","","Outdoors"
"1603906894228","Montmorency","Briley Township","12423 Jerome St.","","Atlanta","49709","M - Th: 9:30AM - 4:30PM","12423 Jerome St.","Atlanta","49709","24/7","","Outdoors"
"1603906894228","Montmorency","Hillman Township","24220 Veterans Memorial","","Hillman","49746","","24220 Veterans Memorial","Hillman","49746","24/7","","Outdoor"
"1603906894228","Muskegon","Casnovia Township","245 S. Canada Road","","Casnovia","49318","M: 8:00AM - 3:00PM; T - Th: 8:00AM - 1:00PM","245 S. Canada Road","Casnovia","49318","24/7","","Outdoors"
"1603906894228","Muskegon","City of Montague","8778 Ferry St.","","Montague","49437","M - Fr: 8:00AM - 5:00PM","8778 Ferry St.","Montague","49437","24/7","","Outdoors"
"1603906894228","Muskegon","Dalton Township","1616 E Riley Thompson Road","","Muskegon","49445","M - Fr: 9:00AM - 4:30PM","1616 E Riley Thompson Road","Muskegon","49457","24/7","Attached to exterior of hall.","Indoors"
"1603906894228","Muskegon","Egelston Township","5428 East Apple Avenue","","Muskegon","49442","M - Fr: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","5428 East Apple Avenue","Muskegon","49442","24/7","","Outdoors"
"1603906894228","Muskegon","Fruitport Township","5865 Airline Rd","","Fruitport","49461","M - Fr: 8:30AM - 4:00PM","5865 Airline Rd","Fruitport","49415","24/7","To left of front door. Intended for water payments so it is small, a ballot will need to be folded in order to fit.","Outdoors"
"1603906894228","Muskegon","Holton Township","6511 Holton Whitehall Road","","Holton","49425","By appointment","6511 Holton Whitehall Road","Holton","49425","24/7","Near hall front entrance.","Outdoors"
"1603906894228","Muskegon","Montague City","8778 Ferry Street","","Montague","49437","M - Fr: 8:00AM - 5:00PM","8778 Ferry Street (Front Entrance)","Montague","49437","24/7","Walk up at front/Drive-Up @ Back Entrance","Outdoor"
"1603906894228","Muskegon","Montague Township","3125 Weesies Rd","","Montague","49437","By appointment","3125 Weesies Rd","Montague","49437","24/7","Large mail box drop box by the road and a drop box on the building. This location is at the clerk's home but has a secure drop box installed.","Outdoors"
"1603906894228","Muskegon","Muskegon City","933 Terrace St., Muskegon","","Muskegon","49440","M - Th: 8:30AM - 12:00PM AND 12:00PM - 5:00PM","933 Terrace Street","Muskegon","49440","24/7","City Hall","Outdoors"
"1603906894228","Muskegon","Muskegon City","933 Terrace St., Muskegon","","Muskegon","49440","M - Th: 8:30AM - 12:00PM AND 12:00PM - 5:00PM","980 Jefferson St","Muskegon","49440","24/7","Corner of Jefferson & Muskegon (Police Dept. Parking Lot)","Outdoors"
"1603906894228","Muskegon","Muskegon Township","1990 E. Apple Ave.","","Muskegon","48445","M - Fr: 8:00AM - 5:00PM","1990 E. Apple Ave.","Muskegon","49442","24/7","","Outdoors"
"1603906894228","Muskegon","North Muskegon City","1502 Ruddiman Dr","","North Muskegon","49445","Monday - Friday from 10AM - 2PM, Appointments available after/before office hours as well","1502 Ruddiman Dr","North Muskegon","49445","24/7","One is at the front entrance, the other as the back entrance","Outdoor"
"1603906894228","Muskegon","Norton Shores City","4814 Henry Street","","Norton Shores","49441","","4814 Henry Street","Norton Shores","49441","M-F 8-5","Norton Shores City Hall","Indoors"
"1603906894228","Muskegon","Norton Shores City","4814 Henry Street","","Norton Shores","49441","","4814 Henry Street","Norton Shores","49441","24/7","By front door of Norton Shores City Hall","Outdoors"
"1603906894228","Muskegon","Roosevelt Park City","900 Oak Ridge Rd","","Roosevelt Park","49441","M - Fr: 8:30AM - 5:00PM","900 Oak Ridge Rd","Roosevelt Park","49441","24/7","CITY HALL EAST PARKING LOT DRIVE UP DROP BOX","Outdoors"
"1603906894228","Muskegon","Sullivan Township","8138 Heights Ravenna Rd","","Ravenna","49451","M - Th: 9:00AM - 12:00PM AND 1:00PM - 5:00PM; F: 9:00AM - 12:00PM","8138 Hts. Ravenna Rd.","Ravenna","49451","24/7","Right Outside The Entrance Door","Outdoor"
"1603906894228","Muskegon","White River Township","7386 Post Road","","Montague","49437","M: 9:00AM - 12:00PM","7386 Post Road","Montague","49437","24/7","2 Drop Boxes outdoors at this location","Outdoor"
"1603906894228","Muskegon","Whitehall City","405 E. Colby Street","","Whitehall","49461","M - Fr: 8:00AM - 5:00PM","405 E. Colby Street","Whitehall","49461","24/7","Drive up at back of parking lot","Outdoor"
"1603906894228","Muskegon","Whitehall Township","7644 Durham Road","","Whitehall","49461","T: 8:00AM - 12:00PM","7644 Durham Road","Whitehall","49461","24/7","","Outdoors"
"1603906894228","Newaygo","Barton Township","7860 E. 17 Mile Rd","","Paris","49338","","8230 E 14 Mile Rd","Paris","49338","24/7","Box locked on porch","Outdoors"
"1603906894228","Newaygo","Croton Township","5833 E. Division St.","","Newaygo","49337","M - Fr: 8:00AM - 12:00PM","5833 E. Division St.","Newaygo","49337","24/7","","Outdoor"
"1603906894228","Newaygo","Dayton Township","1284 South Green","","Fremont","49412","","3215 S Stone Road","Fremont","49412","24/7","Available by appointment","Outdoors"
